BLE,1708639200128959047,C2:74:87:3B:28:C6,-82
BLE,1708639200163793553,D3:F4:55:AB:96:20,-87
BLE,1708639200167934473,F8:64:A5:4B:C3:FC,-89
BLE,1708639200353987895,F8:64:A5:4B:C3:FC,-90
BLE,1708639200546208675,D3:F4:55:AB:96:20,-96
BLE,1708639200740975765,D3:F4:55:AB:96:20,-104
BLE,1708639200930966191,D3:F4:55:AB:96:20,-96
BLE,1708639201314844841,D3:F4:55:AB:96:20,-96
BLE,1708639201693064877,D3:F4:55:AB:96:20,-84
BLE,1708639201860251684,C2:74:87:3B:28:C6,-97
BLE,1708639201879646127,D3:F4:55:AB:96:20,-103
BLE,1708639201895018608,F8:64:A5:4B:C3:FC,-74
BLE,1708639202469714009,F8:64:A5:4B:C3:FC,-89
BLE,1708639202663105904,F8:64:A5:4B:C3:FC,-75
BLE,1708639202827523862,C2:74:87:3B:28:C6,-95
BLE,1708639202848249917,F8:64:A5:4B:C3:FC,-88
BLE,1708639203044377328,F8:64:A5:4B:C3:FC,-77
BLE,1708639203428549766,F8:64:A5:4B:C3:FC,-91
BLE,1708639203605357150,D3:F4:55:AB:96:20,-96
BLE,1708639203617218038,F8:64:A5:4B:C3:FC,-90
BLE,1708639203792597227,D3:F4:55:AB:96:20,-89
BLE,1708639203795110828,C2:74:87:3B:28:C6,-94
BLE,1708639203988535056,D3:F4:55:AB:96:20,-96
BLE,1708639204186276701,C2:74:87:3B:28:C6,-101
BLE,1708639204373515070,D3:F4:55:AB:96:20,-97
BLE,1708639204381578953,C2:74:87:3B:28:C6,-92
BLE,1708639204393950587,F8:64:A5:4B:C3:FC,-90
BLE,1708639204749057881,D3:F4:55:AB:96:20,-97
BLE,1708639205131257213,D3:F4:55:AB:96:20,-98
BLE,1708639205143578389,C2:74:87:3B:28:C6,-82
BLE,1708639205166267051,F8:64:A5:4B:C3:FC,-89
BLE,1708639205364318569,F8:64:A5:4B:C3:FC,-74
BLE,1708639205521646218,D3:F4:55:AB:96:20,-97
BLE,1708639205528646028,C2:74:87:3B:28:C6,-86
BLE,1708639205750389281,F8:64:A5:4B:C3:FC,-88
BLE,1708639205949732745,F8:64:A5:4B:C3:FC,-78
BLE,1708639206137429485,F8:64:A5:4B:C3:FC,-87
BLE,1708639206288090030,D3:F4:55:AB:96:20,-97
BLE,1708639206681657630,C2:74:87:3B:28:C6,-87
BLE,1708639206903213094,F8:64:A5:4B:C3:FC,-89
BLE,1708639207261618024,C2:74:87:3B:28:C6,-93
BLE,1708639207678498198,F8:64:A5:4B:C3:FC,-90
BLE,1708639207817330854,D3:F4:55:AB:96:20,-95
BLE,1708639207847771735,C2:74:87:3B:28:C6,-94
BLE,1708639208012135277,D3:F4:55:AB:96:20,-99
BLE,1708639208045054718,C2:74:87:3B:28:C6,-96
BLE,1708639208430559352,C2:74:87:3B:28:C6,-83
BLE,1708639208447269987,F8:64:A5:4B:C3:FC,-90
BLE,1708639208620340239,C2:74:87:3B:28:C6,-101
BLE,1708639208784941070,D3:F4:55:AB:96:20,-97
BLE,1708639208812018775,C2:74:87:3B:28:C6,-93
BLE,1708639209366110203,D3:F4:55:AB:96:20,-96
BLE,1708639209398232485,C2:74:87:3B:28:C6,-93
BLE,1708639209781815971,C2:74:87:3B:28:C6,-93
BLE,1708639209980387567,F8:64:A5:4B:C3:FC,-89
BLE,1708639210367318646,C2:74:87:3B:28:C6,-96
BLE,1708639210514600848,D3:F4:55:AB:96:20,-83
BLE,1708639210710759550,D3:F4:55:AB:96:20,-86
BLE,1708639210745845971,C2:74:87:3B:28:C6,-94
BLE,1708639211093261796,D3:F4:55:AB:96:20,-87
BLE,1708639211511695538,C2:74:87:3B:28:C6,-94
BLE,1708639211912357822,F8:64:A5:4B:C3:FC,-93
BLE,1708639212100436349,F8:64:A5:4B:C3:FC,-77
BLE,1708639212246454355,D3:F4:55:AB:96:20,-97
BLE,1708639212437986267,D3:F4:55:AB:96:20,-101
BLE,1708639212668701478,C2:74:87:3B:28:C6,-91
BLE,1708639212822782325,D3:F4:55:AB:96:20,-88
BLE,1708639212863318861,C2:74:87:3B:28:C6,-94
BLE,1708639213012140674,D3:F4:55:AB:96:20,-95
BLE,1708639213242878093,F8:64:A5:4B:C3:FC,-73
BLE,1708639213437924805,F8:64:A5:4B:C3:FC,-90
BLE,1708639213600853944,D3:F4:55:AB:96:20,-97
BLE,1708639213791577905,D3:F4:55:AB:96:20,-103
BLE,1708639214380679922,C2:74:87:3B:28:C6,-102
BLE,1708639214559055540,D3:F4:55:AB:96:20,-89
BLE,1708639214595484407,F8:64:A5:4B:C3:FC,-88
BLE,1708639214747437565,D3:F4:55:AB:96:20,-83
BLE,1708639214790433620,F8:64:A5:4B:C3:FC,-90
BLE,1708639214962464215,C2:74:87:3B:28:C6,-102
BLE,1708639214979795469,F8:64:A5:4B:C3:FC,-88
BLE,1708639215325584768,D3:F4:55:AB:96:20,-88
BLE,1708639215758626873,F8:64:A5:4B:C3:FC,-90
BLE,1708639215945701077,F8:64:A5:4B:C3:FC,-88
BLE,1708639216471609436,D3:F4:55:AB:96:20,-98
BLE,1708639216521503968,F8:64:A5:4B:C3:FC,-89
BLE,1708639216686276423,C2:74:87:3B:28:C6,-95
BLE,1708639216708015802,F8:64:A5:4B:C3:FC,-90
BLE,1708639216855530502,D3:F4:55:AB:96:20,-101
BLE,1708639216903273471,F8:64:A5:4B:C3:FC,-75
BLE,1708639217075762145,C2:74:87:3B:28:C6,-100
BLE,1708639217289151268,F8:64:A5:4B:C3:FC,-90
BLE,1708639217826995849,D3:F4:55:AB:96:20,-96
BLE,1708639217873771702,F8:64:A5:4B:C3:FC,-89
BLE,1708639218063142218,F8:64:A5:4B:C3:FC,-73
BLE,1708639218225397238,C2:74:87:3B:28:C6,-100
BLE,1708639218411398993,D3:F4:55:AB:96:20,-96
BLE,1708639218830097649,F8:64:A5:4B:C3:FC,-99
BLE,1708639219176368485,D3:F4:55:AB:96:20,-96
BLE,1708639219568314184,C2:74:87:3B:28:C6,-95
BLE,1708639219606947947,F8:64:A5:4B:C3:FC,-89
BLE,1708639219984986568,F8:64:A5:4B:C3:FC,-89
BLE,1708639220745203396,F8:64:A5:4B:C3:FC,-98
BLE,1708639220905174146,D3:F4:55:AB:96:20,-99
BLE,1708639221128544218,F8:64:A5:4B:C3:FC,-91
BLE,1708639221291803895,D3:F4:55:AB:96:20,-97
BLE,1708639221320846539,F8:64:A5:4B:C3:FC,-89
BLE,1708639221504335860,C2:74:87:3B:28:C6,-93
BLE,1708639221518023357,F8:64:A5:4B:C3:FC,-90
BLE,1708639221674308433,D3:F4:55:AB:96:20,-96
BLE,1708639221706880127,F8:64:A5:4B:C3:FC,-74
BLE,1708639222055473608,D3:F4:55:AB:96:20,-96
BLE,1708639222092864715,C2:74:87:3B:28:C6,-87
BLE,1708639222100678559,F8:64:A5:4B:C3:FC,-90
BLE,1708639222289829368,F8:64:A5:4B:C3:FC,-92
BLE,1708639222431649663,D3:F4:55:AB:96:20,-101
BLE,1708639222680333956,F8:64:A5:4B:C3:FC,-101
BLE,1708639222876751030,F8:64:A5:4B:C3:FC,-89
BLE,1708639223006067484,D3:F4:55:AB:96:20,-95
BLE,1708639223054435072,C2:74:87:3B:28:C6,-95
BLE,1708639223067769697,F8:64:A5:4B:C3:FC,-91
BLE,1708639223264395311,F8:64:A5:4B:C3:FC,-99
BLE,1708639223385579508,D3:F4:55:AB:96:20,-95
BLE,1708639223456024931,F8:64:A5:4B:C3:FC,-74
BLE,1708639223639885331,C2:74:87:3B:28:C6,-93
BLE,1708639223642051061,F8:64:A5:4B:C3:FC,-88
BLE,1708639223830854499,C2:74:87:3B:28:C6,-90
BLE,1708639223833800763,F8:64:A5:4B:C3:FC,-90
BLE,1708639223963888792,D3:F4:55:AB:96:20,-97
BLE,1708639224024416058,F8:64:A5:4B:C3:FC,-89
BLE,1708639224218006368,F8:64:A5:4B:C3:FC,-91
BLE,1708639224406410559,F8:64:A5:4B:C3:FC,-75
BLE,1708639224720821443,D3:F4:55:AB:96:20,-101
BLE,1708639224916715398,D3:F4:55:AB:96:20,-98
BLE,1708639225168331705,C2:74:87:3B:28:C6,-95
BLE,1708639225171356968,F8:64:A5:4B:C3:FC,-87
BLE,1708639225499035895,D3:F4:55:AB:96:20,-97
BLE,1708639225565584521,F8:64:A5:4B:C3:FC,-73
BLE,1708639225885361230,D3:F4:55:AB:96:20,-97
BLE,1708639226117163348,C2:74:87:3B:28:C6,-78
BLE,1708639226153651755,F8:64:A5:4B:C3:FC,-90
BLE,1708639226467042483,D3:F4:55:AB:96:20,-96
BLE,1708639226538204690,F8:64:A5:4B:C3:FC,-90
BLE,1708639226723998906,F8:64:A5:4B:C3:FC,-88
BLE,1708639226851419836,D3:F4:55:AB:96:20,-85
BLE,1708639226877705798,C2:74:87:3B:28:C6,-94
BLE,1708639226916951305,F8:64:A5:4B:C3:FC,-89
BLE,1708639227232710385,D3:F4:55:AB:96:20,-100
BLE,1708639227265333954,C2:74:87:3B:28:C6,-97
BLE,1708639227308544632,F8:64:A5:4B:C3:FC,-92
BLE,1708639227501973568,F8:64:A5:4B:C3:FC,-90
BLE,1708639227815274297,D3:F4:55:AB:96:20,-85
BLE,1708639227887707409,F8:64:A5:4B:C3:FC,-89
BLE,1708639228036947343,C2:74:87:3B:28:C6,-100
BLE,1708639228468173507,F8:64:A5:4B:C3:FC,-74
BLE,1708639228619044300,C2:74:87:3B:28:C6,-102
BLE,1708639228655325001,F8:64:A5:4B:C3:FC,-89
BLE,1708639228783233427,D3:F4:55:AB:96:20,-96
BLE,1708639229040585805,F8:64:A5:4B:C3:FC,-88
BLE,1708639229198054828,C2:74:87:3B:28:C6,-92
BLE,1708639229361496295,D3:F4:55:AB:96:20,-101
BLE,1708639229420831447,F8:64:A5:4B:C3:FC,-88
BLE,1708639229553393204,D3:F4:55:AB:96:20,-85
BLE,1708639229617101023,F8:64:A5:4B:C3:FC,-89
BLE,1708639229750754978,D3:F4:55:AB:96:20,-83
BLE,1708639229804512224,F8:64:A5:4B:C3:FC,-88
BLE,1708639230190956599,F8:64:A5:4B:C3:FC,-90
BLE,1708639230384858447,F8:64:A5:4B:C3:FC,-90
BLE,1708639230518093114,D3:F4:55:AB:96:20,-97
BLE,1708639230549317655,C2:74:87:3B:28:C6,-93
BLE,1708639231096530189,D3:F4:55:AB:96:20,-86
BLE,1708639231157699991,F8:64:A5:4B:C3:FC,-89
BLE,1708639231310988095,C2:74:87:3B:28:C6,-93
BLE,1708639231740807730,F8:64:A5:4B:C3:FC,-89
BLE,1708639231860417775,D3:F4:55:AB:96:20,-87
BLE,1708639231937208430,F8:64:A5:4B:C3:FC,-90
BLE,1708639232322803189,F8:64:A5:4B:C3:FC,-89
BLE,1708639232431877832,D3:F4:55:AB:96:20,-96
BLE,1708639232459425949,C2:74:87:3B:28:C6,-93
BLE,1708639232519813924,F8:64:A5:4B:C3:FC,-90
BLE,1708639232814358870,D3:F4:55:AB:96:20,-96
BLE,1708639232842102985,C2:74:87:3B:28:C6,-95
BLE,1708639233106207675,F8:64:A5:4B:C3:FC,-90
BLE,1708639233197662275,D3:F4:55:AB:96:20,-97
BLE,1708639233293434086,F8:64:A5:4B:C3:FC,-90
BLE,1708639233425688929,C2:74:87:3B:28:C6,-94
BLE,1708639233488260217,F8:64:A5:4B:C3:FC,-89
