da02,1707466649962983,6.380281,0.65336746,1.3625859,54,247
dbac,1707466650004250,6.2719483,0.49853489,0.43392813,25,247
d69d,1707466650005369,6.399107,0.45374849,0.31666559,27,247
d69d,1707466650061369,6.4293938,0.40619251,0.33033618,25,248
da02,1707466650062518,6.3843875,0.65393895,1.350418,54,248
dbac,1707466650063699,6.3020315,0.5046013,0.42735142,23,248
dbac,1707466650161480,6.2564931,0.50295144,0.44500431,33,249
da02,1707466650162792,6.3833771,0.63351786,1.3394506,55,249
d69d,1707466650163839,6.436275,0.39364719,0.33870536,22,249
da02,1707466650261473,6.3877292,0.60901242,1.3287529,55,250
dbac,1707466650262640,6.220758,0.49001291,0.47699684,36,250
d69d,1707466650263699,6.4475451,0.37173304,0.3730382,24,250
da02,1707466650361504,6.3783016,0.61678427,1.3370167,57,251
dbac,1707466650362660,6.1959434,0.52072018,0.49129829,33,251
d69d,1707466650363717,6.4467816,0.3762483,0.37124482,21,251
da02,1707466650461524,6.3706508,0.61342651,1.3535614,59,252
dbac,1707466650462855,6.2066379,0.49949747,0.48193583,29,252
d69d,1707466650463912,6.4348779,0.36663136,0.36803898,24,252
da02,1707466650561534,6.3592172,0.6162132,1.3739624,61,253
dbac,1707466650562854,6.2186575,0.49362454,0.46869847,27,253
d69d,1707466650563919,6.4256144,0.52215856,0.43929553,25,253
dbac,1707466650661532,6.2264662,0.5087778,0.45960438,27,254
da02,1707466650662828,6.3639708,0.62607324,1.3750656,57,254
d69d,1707466650663899,6.4287081,0.65278584,0.48818135,26,254
d69d,1707466650761678,6.4372888,0.75558621,0.51996326,25,255
da02,1707466650763005,6.356966,0.62341058,1.385334,60,255
dbac,1707466650764092,6.2048144,0.50160277,0.47944894,34,255
da02,1707466650861587,6.3479443,0.62559605,1.3917491,60,256
dbac,1707466650862872,6.1673622,0.49374086,0.5040347,37,256
d69d,1707466650863971,6.447969,0.65754092,0.48458084,22,256
da02,1707466650961590,6.3509755,0.62945586,1.3809335,56,257
dbac,1707466650962922,6.1952429,0.49942979,0.48522145,27,257
d69d,1707466650963996,6.4600997,0.75964391,0.51650596,25,257
da02,1707466651061686,6.3390331,0.62666881,1.3804692,59,258
d69d,1707466651063016,6.4573817,0.81166029,0.549607,24,258
dbac,1707466651064039,6.2437077,0.49752033,0.45948064,22,258
dbac,1707466651161530,6.2714729,0.50137448,0.43739238,23,259
da02,1707466651162855,6.3393445,0.64033443,1.3990564,60,259
d69d,1707466651163864,6.4337111,0.67053968,0.51443833,26,259
da02,1707466651261441,6.3467569,0.62470955,1.3823756,57,260
d69d,1707466651262674,6.4168081,0.58527786,0.48599949,25,260
dbac,1707466651263759,6.2855616,0.5118922,0.42542335,24,260
dbac,1707466651361465,6.2764421,0.5061093,0.41096327,25,261
da02,1707466651362767,6.3702016,0.60677093,1.3396136,50,261
